-4.40181, 48.39111, 1, 90, 0, 0
-1.96250, 48.18697, 1, 110, 0, 0
-1.85389, 47.19486, 1, 70, 0, 0
-1.62334, 47.24062, 1, 90, 0, 0
-1.50416, 48.10563, 1, 110, 0, 0
-1.46747, 43.51338, 1, 90, 0, 0
-1.13948, 46.18150, 1, 90, 0, 0
-1.10759, 46.11874, 1, 90, 0, 0
-0.92634, 44.21264, 1, 90, 0, 0
-0.92549, 44.21555, 1, 90, 0, 0
-0.67572, 44.83881, 1, 90, 0, 0
-0.57002, 49.22976, 1, 70, 0, 0
-0.56552, 47.46788, 1, 70, 0, 0
-0.55503, 44.88343, 1, 70, 0, 0
-0.54877, 47.48411, 1, 70, 0, 0
-0.38435, 44.66367, 1, 50, 0, 0
-0.31139, 49.17472, 1, 90, 0, 0
-0.04174, 47.29370, 1, 90, 0, 0
0.10113, 45.61744, 1, 110, 0, 0
0.14835, 45.67841, 1, 110, 0, 0
0.28333, 46.55472, 1, 130, 0, 0
0.31537, 47.80284, 1, 70, 0, 0
0.35583, 46.62917, 1, 70, 0, 0
0.37064, 48.00486, 1, 90, 0, 0
1.14519, 49.45170, 1, 90, 0, 0
1.41008, 43.60810, 1, 90, 0, 0
1.46046, 43.64661, 1, 90, 0, 0
1.51899, 45.10096, 1, 110, 0, 0
1.98553, 48.77035, 1, 70, 0, 0
2.06108, 48.81468, 1, 130, 0, 0
2.08523, 48.83301, 1, 110, 0, 0
2.19009, 48.70781, 1, 90, 0, 0
2.19433, 48.12614, 1, 90, 0, 0
2.24089, 48.88689, 1, 70, 0, 0
2.25142, 48.88753, 1, 70, 0, 0
2.25434, 48.85443, 1, 80, 0, 0
2.23332, 48.97715, 1, 110, 0, 0
2.26474, 48.88348, 1, 70, 0, 0
2.27994, 48.67043, 1, 70, 0, 0
2.30959, 48.89650, 1, 80, 0, 0
2.30978, 48.82349, 1, 80, 0, 0
2.32897, 49.92340, 1, 110, 0, 0
2.33193, 49.04788, 1, 90, 0, 0
2.36368, 48.92995, 1, 90, 0, 0
2.37948, 48.82201, 1, 80, 0, 0
2.39616, 48.89006, 1, 80, 0, 0
2.40656, 48.63200, 1, 110, 0, 0
2.40796, 48.77405, 1, 90, 0, 0
2.41464, 50.41852, 1, 90, 0, 0
2.41893, 48.76256, 1, 30, 0, 0
2.44866, 48.81656, 1, 90, 0, 0
2.50784, 48.82757, 1, 90, 0, 0
2.54265, 49.22650, 1, 110, 0, 0
2.60289, 50.53449, 1, 90, 0, 0
2.60491, 48.45591, 1, 90, 0, 0
2.60480, 48.45602, 1, 90, 0, 0
2.85488, 49.95824, 1, 130, 0, 0
3.08983, 50.58221, 1, 110, 0, 0
3.09625, 50.58917, 1, 110, 0, 0
3.31605, 43.82697, 1, 80, 0, 0
